biosample	biosample_id	organism	taxid	title	Assembly_method	ENA-CHECKLIST	ENA-FIRST-PUBLIC	ENA-LAST-UPDATE	ENA_first_public	ENA_last_update	External_Id	GUNC_clade_separation_score	GUNC_contamination_score	GUNC_reference_representation_score	GUNC_version	Genome_Coverage	INSDC_center_alias	INSDC_center_name	INSDC_first_public	INSDC_last_update	INSDC_status	Isolate_code	Isolate_name	MAG_coverage_software	SPIRE_genome_cluster	SPIRE_genome_id	Sequencing_Method	Submitter_Id	Version	age	assembly_quality	assembly_software	binning_parameters	binning_software	biomaterial_provider	biome	broad-scale_environmental_context	coll_site_geo_feat	collected_by	collection-date	collection_date	common_name	completeness_score	completeness_software	contamination_score	contig_N50	country	cultivar	culture-collection	culture_collection	depth	derived-from	derived-from-SRA	derived_from	derived_from_assembly	ecotype	elev	env_biome	env_broad_scale	env_feature	env_local_scale	env_material	env_medium	environmental-sample	environmental_medium	feature	food_product_type	genotype	geo_loc_name	geographic_location__country_and_or_sea_	geographic_location__latitude_	geographic_location__longitude_	geographic_location__region_and_locality_	host	host_common_name	host_genotype	host_health_state	host_scientific_name	host_taxid	host_tissue_sampled	identified_by	ifsac_category	isol_growth_condt	isolate	isolate_name_alias	isolation-source	isolation_source	lat_lon	linked_to_SPIRE_sample	linked_to_SPIRE_study	linked_to_analysis_project	local_environmental_context	material	metagenome-source	metagenome_source	metagenomic	metagenomic_source	note	num_replicons	number_of_contigs	plant_body_site	project_name	ref_biomaterial	replicate	sample-type	sample_code	sample_derived_from	sample_name	sample_type	scientific_name	soil_horizon	strain	subsrc_note	taxonomic_classification	taxonomic_classification_software	taxonomic_identity_marker	temp	tissue	type-material
SAMN30176338	30176338	Pseudomonas viridiflava		Microbe sample from Pseudomonas viridiflava																																					2020-08-29																												China:Bijie, Guizhou					Tobacco										tobacco leaf			leaf																	biological replicate 2					Metagenomic assembly										
SAMN30176349	30176349	Pseudomonas viridiflava		Microbe sample from Pseudomonas viridiflava																																					2020-09-08																												China:Bijie, Guizhou					Tobacco										tobacco leaf			leaf																	biological replicate 3					Metagenomic assembly										
SAMN30176354	30176354	Pseudomonas viridiflava		Microbe sample from Pseudomonas viridiflava																																					2020-09-13																												China:Bijie, Guizhou					Tobacco										tobacco leaf			leaf																	biological replicate 4					Metagenomic assembly										
SAMN30176355	30176355	Pseudomonas viridiflava		Microbe sample from Pseudomonas viridiflava																																					2020-09-13																												China:Bijie, Guizhou					Tobacco										tobacco leaf			leaf																	biological replicate 5					Metagenomic assembly										
SAMN30176356	30176356	Pseudomonas viridiflava		Microbe sample from Pseudomonas viridiflava																																					2020-09-13																												China:Bijie, Guizhou					Tobacco										tobacco leaf			leaf																	biological replicate 6					Metagenomic assembly										
SAMN31779958	31779958	Pseudomonas viridiflava		Microbe sample from Pseudomonas viridiflava																																					2022-01																												China: Tianjin															Phaeozem			soil																	biological replicate 2					metagenomic assembly										
SAMN37350782	37350782	Pseudomonas viridiflava		Microbe sample from Pseudomonas viridiflava																																			Food Safety Lab, Cornell University		2019-10																												USA: New York																		packaged baby spinach																						Whole organism			FSL S12-0061					4˚C		
SAMN37350783	37350783	Pseudomonas viridiflava		Microbe sample from Pseudomonas viridiflava																																			Food Safety Lab, Cornell University		2020-08																												USA: New York																		lab evolved strain, with resistance to rifampicin (wild type strain: FSL S12-0061)																						Whole organism			FSL S12-0173							
SAMN38288737	38288737	Pseudomonas viridiflava		Pseudomonas viridiflava (8983)																															CFBP8983						2021-01									CIRM-CFBP:CFBP8983																		Deezer	France: Brain sur l'Authion, Maine-et-Loire					Phaseolus vulgaris													Seed																						cell culture			CFBP8983							
SAMN38288739	38288739	Pseudomonas viridiflava		Pseudomonas viridiflava (8985)																															CFBP8985						2021-01									CIRM-CFBP:CFBP8985																		Vanilla	France: Brain sur l'Authion, Maine-et-Loire					Phaseolus vulgaris													Seed																						cell culture			CFBP8985							
SAMN38288745	38288745	Pseudomonas viridiflava		Pseudomonas viridiflava (8991)																															CFBP8991						2021-01									CIRM-CFBP:CFBP8991																		Deezer	France: Brain sur l'Authion, Maine-et-Loire					Phaseolus vulgaris													Seed																						cell culture			CFBP8991							
SAMN38338163	38338163	Pseudomonas viridiflava		Pathogen: environmental/food/other sample from Pseudomonas viridiflava																										2-3 years									University of California Cooperative Extension		2022-01							Almond																					USA: California															PS650			Almond flower buds	missing																														Buds	
SAMN38338171	38338171	Pseudomonas viridiflava		Pathogen: environmental/food/other sample from Pseudomonas viridiflava																										2-3 years									University of California Cooperative Extension		2022-01							Almond																					USA: California															PS648			Almond flower buds	missing																														Buds	
SAMN38338172	38338172	Pseudomonas viridiflava		Pathogen: environmental/food/other sample from Pseudomonas viridiflava																										2-3 years									University of California Cooperative Extension		2022-02							Almond																					USA: California															PS668			Almond flower buds	missing																														Buds	
SAMN38338201	38338201	Pseudomonas viridiflava		Pathogen: environmental/food/other sample from Pseudomonas viridiflava																										2-3 years									University of California Cooperative Extension		2022-04							Almond																					USA: California															PS903			Almond Bark/canker	missing																														Bark/Canker	
SAMD00707340	39380189	Pseudomonas viridiflava		SRR9965271_bin_25_of_cold_environment																																					2017-10-22													SAMN12569840					Tibetan Plateau Glacier		missing		Tibetan Plateau Glacier						China:Laohugou glacier															SRR9965271_bin_25			Tibetan Plateau Glacier	39.50 N 96.52 E							ice metagenome													NMDC60081745											
SAMN39642347	39642347	Pseudomonas viridiflava		Microbe sample from Pseudomonas viridiflava																																					1983																												missing					Pastinaca sativa																																			Cell culture			Pv83_2							
SAMN39642348	39642348	Pseudomonas viridiflava		Microbe sample from Pseudomonas viridiflava																																					1987																												missing					Solanum lycopersicum																																			Cell culture			Pv87_1							
SAMN39642349	39642349	Pseudomonas viridiflava		Microbe sample from Pseudomonas viridiflava																																					1991																												USA: Georgia					Allium cepa																																			Cell culture			Pv91_302							
SAMN39642350	39642350	Pseudomonas viridiflava		Microbe sample from Pseudomonas viridiflava																																					1991																												USA: Georgia					Allium cepa																																			Cell culture			Pv91_320							
SAMN39642351	39642351	Pseudomonas viridiflava		Microbe sample from Pseudomonas viridiflava																																					1995																												USA: Georgia					Allium cepa																																			Cell culture			Pv95_6							
SAMN39642352	39642352	Pseudomonas viridiflava		Microbe sample from Pseudomonas viridiflava																																					1995																												USA: Georgia					Allium cepa																																			Cell culture			Pv95_8							
SAMN39642353	39642353	Pseudomonas viridiflava		Microbe sample from Pseudomonas viridiflava																																					1998																												USA: Georgia					Citrullus lanatus																																			Cell culture			Pv98_4							
SAMN39642354	39642354	Pseudomonas viridiflava		Microbe sample from Pseudomonas viridiflava																																					1999																												USA: Georgia					Allium cepa																																			Cell culture			Pv99_2							
SAMN39642355	39642355	Pseudomonas viridiflava		Microbe sample from Pseudomonas viridiflava																																					1999																												USA: Georgia					Allium cepa																																			Cell culture			Pv99_3							
SAMN39642356	39642356	Pseudomonas viridiflava		Microbe sample from Pseudomonas viridiflava																																					2001																												USA: Georgia					Citrullus lanatus																																			Cell culture			Pv01_01							
SAMN39642357	39642357	Pseudomonas viridiflava		Microbe sample from Pseudomonas viridiflava																																					2001																												USA: Georgia					Citrullus lanatus																																			Cell culture			Pv01_02							
SAMN39642358	39642358	Pseudomonas viridiflava		Microbe sample from Pseudomonas viridiflava																																					2002																												USA: Georgia					Allium cepa																																			Cell culture			Pv02_1							
SAMN39642359	39642359	Pseudomonas viridiflava		Microbe sample from Pseudomonas viridiflava																																					2003																												USA: Georgia					Brassica oleracea var. viridis																																			Cell culture			Pv03_2							
SAMN39642360	39642360	Pseudomonas viridiflava		Microbe sample from Pseudomonas viridiflava																																					2020																												USA: Georgia					Allium cepa							Mei Zhao																												Cell culture			20GA0071							
SAMN39642361	39642361	Pseudomonas viridiflava		Microbe sample from Pseudomonas viridiflava																																					2020																												USA: Georgia					Allium cepa							Mei Zhao																												Cell culture			20GA0264							
SAMN39642362	39642362	Pseudomonas viridiflava		Microbe sample from Pseudomonas viridiflava																																					2021																												USA: Georgia					Weed							Mei Zhao																												Cell culture			21GA0410							
SAMN39642363	39642363	Pseudomonas viridiflava		Microbe sample from Pseudomonas viridiflava																																					2021																												USA: Georgia					Weed							Mei Zhao																												Cell culture			21GA0472							
SAMN39642364	39642364	Pseudomonas viridiflava		Microbe sample from Pseudomonas viridiflava																																					2021																												USA: Georgia					Allium cepa							Mei Zhao																												Cell culture			21GA0523							
SAMN39642365	39642365	Pseudomonas viridiflava		Microbe sample from Pseudomonas viridiflava																																					2021																												USA: Georgia					Allium cepa							Mei Zhao																												Cell culture			21GA0525							
SAMN39642366	39642366	Pseudomonas viridiflava		Microbe sample from Pseudomonas viridiflava																																					2021																												USA: Georgia					Allium cepa							Mei Zhao																												Cell culture			21GA0527							
SAMN39642367	39642367	Pseudomonas viridiflava		Microbe sample from Pseudomonas viridiflava																																					2021																												USA: Georgia					Allium cepa							Mei Zhao																												Cell culture			21GA0532							
SAMN39642368	39642368	Pseudomonas viridiflava		Microbe sample from Pseudomonas viridiflava																																					2021																												USA: Georgia					Allium cepa							Mei Zhao																												Cell culture			21GA0533							
SAMN39642369	39642369	Pseudomonas viridiflava		Microbe sample from Pseudomonas viridiflava																																					2021																												USA: Georgia					Allium cepa							Mei Zhao																												Cell culture			21GA0538							
SAMN39642370	39642370	Pseudomonas viridiflava		Microbe sample from Pseudomonas viridiflava																																					2021																												USA: Georgia					Allium cepa							Mei Zhao																												Cell culture			21GA0539							
SAMN39642371	39642371	Pseudomonas viridiflava		Microbe sample from Pseudomonas viridiflava																																					2021																												USA: Georgia					Allium cepa							Mei Zhao																												Cell culture			21GA0551							
SAMN39642372	39642372	Pseudomonas viridiflava		Microbe sample from Pseudomonas viridiflava																																					2021																												USA: Georgia					Allium cepa							Mei Zhao																												Cell culture			21GA0554							
SAMN39642373	39642373	Pseudomonas viridiflava		Microbe sample from Pseudomonas viridiflava																																					2021																												USA: Georgia					Allium cepa							Mei Zhao																												Cell culture			21GA0558							
SAMN39642374	39642374	Pseudomonas viridiflava		Microbe sample from Pseudomonas viridiflava																																					2021																												USA: Georgia					Allium cepa							Mei Zhao																												Cell culture			21GA0561							
SAMN39642375	39642375	Pseudomonas viridiflava		Microbe sample from Pseudomonas viridiflava																																					2021																												USA: Georgia					Allium cepa							Mei Zhao																												Cell culture			21GA0562							
SAMN39642376	39642376	Pseudomonas viridiflava		Microbe sample from Pseudomonas viridiflava																																					2021																												USA: Georgia					Allium cepa							Mei Zhao																												Cell culture			21GA0564							
SAMN39642377	39642377	Pseudomonas viridiflava		Microbe sample from Pseudomonas viridiflava																																					2021																												USA: Georgia					Allium cepa							Mei Zhao																												Cell culture			21GA0570							
SAMN39642378	39642378	Pseudomonas viridiflava		Microbe sample from Pseudomonas viridiflava																																					2021																												USA: Georgia					Allium cepa							Mei Zhao																												Cell culture			21GA0571							
SAMN39642379	39642379	Pseudomonas viridiflava		Microbe sample from Pseudomonas viridiflava																																					2021																												USA: Georgia					Allium cepa							Mei Zhao																												Cell culture			21GA0573							
SAMN39642380	39642380	Pseudomonas viridiflava		Microbe sample from Pseudomonas viridiflava																																					2021																												USA: Georgia					Allium cepa							Mei Zhao																												Cell culture			21GA0632							
SAMEA115018953	40227825	Pseudomonas viridiflava		GCF_900576715.1		ERC000011	2024-02-29T00:36:12Z	2024-02-29T00:36:12Z			SAMEA115018953							NAU	2024-02-29T00:36:12Z	2024-02-29T00:36:12Z	public							ena-yuan-GCF_900576715.1													not collected																													not collected																																						ena-yuan-GCF_900576715.1		Pseudomonas viridiflava									
SAMEA115018954	40227826	Pseudomonas viridiflava		GCF_900580925.1		ERC000011	2024-02-29T00:36:12Z	2024-02-29T00:36:12Z			SAMEA115018954							NAU	2024-02-29T00:36:12Z	2024-02-29T00:36:12Z	public							ena-yuan-GCF_900580925.1													not collected																													not collected																																						ena-yuan-GCF_900580925.1		Pseudomonas viridiflava									
SAMN40354448	40354448	Pseudomonas caspiana		Microbe sample from Pseudomonas caspiana																																					1997																												United Kingdom					Hedera helix																																			Cell culture			WHRI 7043							
SAMN41325027	41325027	Pseudomonas caspiana		MIMAG Metagenome-assembled Genome sample from Pseudomonas caspiana																																					2019										O horizon	SRR28982165					missing		ENVO:00000446		ENVO:03600018		ENVO:00001998	1					USA:Platteville, Wisconsin															T4R1BO.metabat2.21			soil	42.726778 N 90.494936 W						soil metagenome		1									metagenomic assembly						O horizon								
SAMN41325165	41325165	Pseudomonas caspiana		MIMAG Metagenome-assembled Genome sample from Pseudomonas caspiana																																					2019										O horizon	SRR28982153					missing		ENVO:00000446		ENVO:03600018		ENVO:00001998	1					USA:Platteville, Wisconsin															T4R6UO_autometa_bin_0010			soil	42.726778 N 90.494936 W						soil metagenome		1									metagenomic assembly						O horizon								
